Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINE751, 1.3839E-010,    47.40, 1.80348E-010,   -10.46,    9.07235,    78.24,          0,     0.00,    9.07235,    78.24, 1.3839E-010,  -132.60, 1.80348E-010,   169.54,    9.07235,  -101.76,          0,     0.00,    9.07235,  -101.76
Line.LINE752,    18.5923,   -41.57,    18.5655,  -162.24, 9.63179E-010,    94.33,          0,     0.00,    18.3885,  -101.83,    18.5923,   138.43,    18.5655,    17.76, 9.63179E-010,   -85.67,          0,     0.00,    18.3885,    78.17
Line.LINE753, 1.17825E-009,   -34.37, 1.0557E-009,    26.12,    18.1699,    78.21,          0,     0.00,    18.1699,    78.21, 1.17825E-009,   145.63, 1.0557E-009,  -153.88,    18.1699,  -101.79,          0,     0.00,    18.1699,  -101.79
Line.LINE754, 1.60942E-011,  -154.48,    9.25514,  -162.23, 7.27596E-012,   -90.00,          0,     0.00,    9.25514,  -162.23, 1.60942E-011,    25.52,    9.25514,    17.77, 7.27596E-012,    90.00,          0,     0.00,    9.25514,    17.77
Line.LINE755, 1.28788E-009,   -24.36,    9.25468,  -162.23, 2.91038E-011,   180.00,          0,     0.00,    9.25468,  -162.23, 1.28788E-009,   155.64,    9.25468,    17.77, 2.91038E-011,     0.00,          0,     0.00,    9.25468,    17.77
Line.LINE756,    18.5583,   -41.62, 7.14522E-010,  -160.05, 1.40183E-009,    94.76,          0,     0.00,    18.5583,   -41.62,    18.5583,   138.38, 7.14522E-010,    19.95, 1.40183E-009,   -85.24,          0,     0.00,    18.5583,   138.38
Line.LINE757, 4.53422E-009,   -29.20, 9.67456E-010,   158.84, 7.9171E-010,   143.97,          0,     0.00, 2.79048E-009,   -30.04, 4.53422E-009,   150.80, 9.67456E-010,   -21.16, 7.9171E-010,   -36.03,          0,     0.00, 2.79048E-009,   149.96
Line.LINE758, 5.939E-010,     0.00,    9.19875,  -162.19, 2.34643E-010,   -82.87,          0,     0.00,    9.19875,  -162.19, 5.939E-010,   180.00,    9.19875,    17.81, 2.34643E-010,    97.13,          0,     0.00,    9.19875,    17.81
Line.LINE759,     27.819,   -41.65, 3.60022E-010,  -146.41, 8.17534E-010,    85.41,          0,     0.00,     27.819,   -41.65,     27.819,   138.35, 3.60022E-010,    33.59, 8.17534E-010,   -94.59,          0,     0.00,     27.819,   138.35
Line.LINE760, 4.26203E-011,   -39.81, 1.35938E-010,  -155.49,    9.07235,    78.24,          0,     0.00,    9.07235,    78.24, 4.26203E-011,   140.19, 1.35938E-010,    24.51,    9.07235,  -101.76,          0,     0.00,    9.07235,  -101.76
Line.LINE761,    18.5923,   -41.57,    18.5655,  -162.24, 8.16732E-010,    93.83,          0,     0.00,    18.3885,  -101.83,    18.5923,   138.43,    18.5655,    17.76, 8.16732E-010,   -86.17,          0,     0.00,    18.3885,    78.17
Line.LINE762, 1.1857E-009,   -34.24, 1.06392E-009,    25.92,    18.1699,    78.21,          0,     0.00,    18.1699,    78.21, 1.1857E-009,   145.76, 1.06392E-009,  -154.08,    18.1699,  -101.79,          0,     0.00,    18.1699,  -101.79
Line.LINE763, 1.65381E-009,   -35.19,    9.25468,  -162.23,          0,     0.00,          0,     0.00,    9.25468,  -162.23, 1.65381E-009,   144.81,    9.25468,    17.77,          0,     0.00,          0,     0.00,    9.25468,    17.77
Line.LINE764,    18.5583,   -41.62, 8.34602E-010,  -162.10, 9.35406E-010,    95.36,          0,     0.00,    18.5583,   -41.62,    18.5583,   138.38, 8.34602E-010,    17.90, 9.35406E-010,   -84.64,          0,     0.00,    18.5583,   138.38
Line.LINE765, 3.44767E-009,   -35.03, 8.07074E-010,   154.36, 1.31709E-009,  -135.00,          0,     0.00, 2.8133E-009,   -65.56, 3.44767E-009,   144.97, 8.07074E-010,   -25.64, 1.31709E-009,    45.00,          0,     0.00, 2.8133E-009,   114.44
Line.LINE766, 1.03683E-010,  -143.38,    9.19875,  -162.19, 5.82077E-011,     0.00,          0,     0.00,    9.19875,  -162.19, 1.03683E-010,    36.62,    9.19875,    17.81, 5.82077E-011,   180.00,          0,     0.00,    9.19875,    17.81
Line.LINE767,     27.819,   -41.65, 3.83085E-010,  -133.61, 9.35406E-010,    84.64,          0,     0.00,     27.819,   -41.65,     27.819,   138.35, 3.83085E-010,    46.39, 9.35406E-010,   -95.36,          0,     0.00,     27.819,   138.35
Line.LINE768, 2.09641E-011,   143.38, 3.46387E-011,    -6.03,    9.07235,    78.24,          0,     0.00,    9.07235,    78.24, 2.09641E-011,   -36.62, 3.46387E-011,   173.97,    9.07235,  -101.76,          0,     0.00,    9.07235,  -101.76
Line.LINE769,    18.5923,   -41.57,    18.5655,  -162.24, 7.88233E-010,    94.50,          0,     0.00,    18.3885,  -101.83,    18.5923,   138.43,    18.5655,    17.76, 7.88233E-010,   -85.50,          0,     0.00,    18.3885,    78.17
Line.LINE770, 1.69491E-012,  -110.11, 1.71763E-011,  -173.54,    9.08524,    78.21,          0,     0.00,    9.08524,    78.21, 1.69491E-012,    69.89, 1.71763E-011,     6.46,    9.08524,  -101.79,          0,     0.00,    9.08524,  -101.79
Line.LINE771, 8.10992E-010,   -45.50, 1.09983E-009,    22.15,    9.08462,    78.21,          0,     0.00,    9.08462,    78.21, 8.10992E-010,   134.50, 1.09983E-009,  -157.85,    9.08462,  -101.79,          0,     0.00,    9.08462,  -101.79
Line.LINE772, 3.30163E-010,   -29.00,    9.25468,  -162.23, 2.91038E-011,   180.00,          0,     0.00,    9.25468,  -162.23, 3.30163E-010,   151.00,    9.25468,    17.77, 2.91038E-011,     0.00,          0,     0.00,    9.25468,    17.77
Line.LINE773,    18.5583,   -41.62, 6.92605E-010,  -163.99, 8.19571E-010,    96.12,          0,     0.00,    18.5583,   -41.62,    18.5583,   138.38, 6.92605E-010,    16.01, 8.19571E-010,   -83.88,          0,     0.00,    18.5583,   138.38
Line.LINE774, 3.00489E-009,   -58.47, 1.74623E-009,    53.13, 3.90295E-009,   107.35,          0,     0.00, 2.94568E-009,    60.40, 3.00489E-009,   121.53, 1.74623E-009,  -126.87, 3.90295E-009,   -72.65,          0,     0.00, 2.94568E-009,  -119.60
Line.LINE775, 5.76464E-011,    -0.90,    9.19875,  -162.19, 5.86606E-011,   -82.87,          0,     0.00,    9.19875,  -162.19, 5.76464E-011,   179.10,    9.19875,    17.81, 5.86606E-011,    97.13,          0,     0.00,    9.19875,    17.81
Line.LINE776,     27.819,   -41.65, 4.05202E-010,  -142.54, 9.3416E-010,    85.53,          0,     0.00,     27.819,   -41.65,     27.819,   138.35, 4.05202E-010,    37.46, 9.3416E-010,   -94.47,          0,     0.00,     27.819,   138.35
Line.LINE777, 2.86256E-012,   173.16, 1.56478E-011,  -161.80,    9.07235,    78.24,          0,     0.00,    9.07235,    78.24, 2.86256E-012,    -6.84, 1.56478E-011,    18.20,    9.07235,  -101.76,          0,     0.00,    9.07235,  -101.76
Line.LINE778,    18.5923,   -41.57,    18.5655,  -162.24, 7.59687E-010,    95.08,          0,     0.00,    18.3885,  -101.83,    18.5923,   138.43,    18.5655,    17.76, 7.59687E-010,   -84.92,          0,     0.00,    18.3885,    78.17
Line.LINE779, 1.07099E-011,   119.49, 2.83395E-012,  -145.83,    9.08524,    78.21,          0,     0.00,    9.08524,    78.21, 1.07099E-011,   -60.51, 2.83395E-012,    34.17,    9.08524,  -101.79,          0,     0.00,    9.08524,  -101.79
Line.LINE780, 8.60734E-010,   -64.19, 1.06091E-009,    32.57,    9.08462,    78.21,          0,     0.00,    9.08462,    78.21, 8.60734E-010,   115.81, 1.06091E-009,  -147.43,    9.08462,  -101.79,          0,     0.00,    9.08462,  -101.79
Line.LINE781, 2.66693E-010,   -22.45,    9.25468,  -162.23, 4.71311E-010,    98.88,          0,     0.00,    9.25468,  -162.23, 2.66693E-010,   157.55,    9.25468,    17.77, 4.71311E-010,   -81.12,          0,     0.00,    9.25468,    17.77
Line.LINE782,    18.5583,   -41.62, 9.16293E-010,  -160.64, 5.86606E-010,    97.13,          0,     0.00,    18.5583,   -41.62,    18.5583,   138.38, 9.16293E-010,    19.36, 5.86606E-010,   -82.87,          0,     0.00,    18.5583,   138.38
Line.LINE783, 1.38847E-009,   -56.98, 1.9279E-009,    28.89, 1.61729E-009,   120.26,          0,     0.00, 2.00288E-009,    35.54, 1.38847E-009,   123.02, 1.9279E-009,  -151.11, 1.61729E-009,   -59.74,          0,     0.00, 2.00288E-009,  -144.46
Line.LINE784, 7.10749E-012,   173.57,    9.19875,  -162.19, 7.33258E-012,    97.13,          0,     0.00,    9.19875,  -162.19, 7.10749E-012,    -6.43,    9.19875,    17.81, 7.33258E-012,   -82.87,          0,     0.00,    9.19875,    17.81
Line.LINE785,     27.819,   -41.65, 2.97291E-010,  -144.35, 9.04592E-010,    85.85,          0,     0.00,     27.819,   -41.65,     27.819,   138.35, 2.97291E-010,    35.65, 9.04592E-010,   -94.15,          0,     0.00,     27.819,   138.35
Line.LINE786,    18.5923,   -41.57,    18.5655,  -162.24, 7.4536E-010,    95.32,          0,     0.00,    18.3885,  -101.83,    18.5923,   138.43,    18.5655,    17.76, 7.4536E-010,   -84.68,          0,     0.00,    18.3885,    78.17
Line.LINE787, 6.05109E-010,   -41.86, 5.27557E-010,    28.86,    9.08462,    78.21,          0,     0.00,    9.08462,    78.21, 6.05109E-010,   138.14, 5.27557E-010,  -151.14,    9.08462,  -101.79,          0,     0.00,    9.08462,  -101.79
Line.LINE788, 3.14014E-010,   168.64,    9.25468,  -162.23, 2.33285E-010,    93.58,          0,     0.00,    9.25468,  -162.23, 3.14014E-010,   -11.36,    9.25468,    17.77, 2.33285E-010,   -86.42,          0,     0.00,    9.25468,    17.77
Line.LINE789,    18.5583,   -41.62, 5.75565E-010,  -156.14, 8.16076E-010,    93.07,          0,     0.00,    18.5583,   -41.62,    18.5583,   138.38, 5.75565E-010,    23.86, 8.16076E-010,   -86.93,          0,     0.00,    18.5583,   138.38
Line.LINE790, 1.27659E-009,   -65.77, 1.52788E-009,    49.64, 8.39483E-010,  -146.31,          0,     0.00, 9.3857E-010,   -29.74, 1.27659E-009,   114.23, 1.52788E-009,  -130.36, 8.39483E-010,    33.69,          0,     0.00, 9.3857E-010,   150.26
Line.LINE791,     18.546,   -41.65, 3.1783E-010,  -126.48, 8.16983E-010,    85.91,          0,     0.00,     18.546,   -41.65,     18.546,   138.35, 3.1783E-010,    53.52, 8.16983E-010,   -94.09,          0,     0.00,     18.546,   138.35
Line.LINE792,      9.273,   -41.65, 1.03817E-011,    19.18, 1.45803E-011,    93.58,          0,     0.00,      9.273,   -41.65,      9.273,   138.35, 1.03817E-011,  -160.82, 1.45803E-011,   -86.42,          0,     0.00,      9.273,   138.35
Line.LINE793,    18.5923,   -41.57,    18.5655,  -162.24, 7.72931E-010,    93.78,          0,     0.00,    18.3885,  -101.83,    18.5923,   138.43,    18.5655,    17.76, 7.72931E-010,   -86.22,          0,     0.00,    18.3885,    78.17
Line.LINE794, 4.89092E-010,   -85.36, 3.19951E-010,     7.84,    9.08462,    78.21,          0,     0.00,    9.08462,    78.21, 4.89092E-010,    94.64, 3.19951E-010,  -172.16,    9.08462,  -101.79,          0,     0.00,    9.08462,  -101.79
Line.LINE795, 2.13202E-010,    93.42,    9.25468,  -162.23, 1.19998E-010,    75.96,          0,     0.00,    9.25468,  -162.23, 2.13202E-010,   -86.58,    9.25468,    17.77, 1.19998E-010,  -104.04,          0,     0.00,    9.25468,    17.77
Line.LINE796,    18.5583,   -41.62, 6.28088E-010,  -158.78, 6.99098E-010,    92.39,          0,     0.00,    18.5583,   -41.62,    18.5583,   138.38, 6.28088E-010,    21.22, 6.99098E-010,   -87.61,          0,     0.00,    18.5583,   138.38
Line.LINE797, 1.16415E-010,     0.00, 1.42133E-009,    79.38, 1.04125E-009,  -116.57,          0,     0.00, 4.73776E-010,   100.62, 1.16415E-010,   180.00, 1.42133E-009,  -100.62, 1.04125E-009,    63.43,          0,     0.00, 4.73776E-010,   -79.38
Line.LINE798,     18.546,   -41.65, 3.9299E-010,  -156.83, 7.01555E-010,    84.64,          0,     0.00,     18.546,   -41.65,     18.546,   138.35, 3.9299E-010,    23.17, 7.01555E-010,   -95.36,          0,     0.00,     18.546,   138.35
Line.LINE799,      9.273,   -41.65, 1.31555E-011,    26.70,          0,     0.00,          0,     0.00,      9.273,   -41.65,      9.273,   138.35, 1.31555E-011,  -153.30,          0,     0.00,          0,     0.00,      9.273,   138.35
Line.LINE800,    18.5923,   -41.57, 6.50807E-010,  -171.00, 6.99855E-010,    93.58,          0,     0.00,    18.5923,   -41.57,    18.5923,   138.43, 6.50807E-010,     9.00, 6.99855E-010,   -86.42,          0,     0.00,    18.5923,   138.43
Line.LINE801, 4.01119E-010,   128.74,    18.5655,  -162.24, 6.50781E-011,   116.57,          0,     0.00,    18.5655,  -162.24, 4.01119E-010,   -51.26,    18.5655,    17.76, 6.50781E-011,   -63.43,          0,     0.00,    18.5655,    17.76
Line.LINE802, 2.29077E-010,   -20.45, 2.94424E-010,   -12.13,    9.08462,    78.21,          0,     0.00,    9.08462,    78.21, 2.29077E-010,   159.55, 2.94424E-010,   167.87,    9.08462,  -101.79,          0,     0.00,    9.08462,  -101.79
Line.LINE803, 1.46144E-011,   -66.63,    9.25468,  -162.23,          0,     0.00,          0,     0.00,    9.25468,  -162.23, 1.46144E-011,   113.37,    9.25468,    17.77,          0,     0.00,          0,     0.00,    9.25468,    17.77
Line.LINE804,    18.5583,   -41.62, 7.22201E-010,  -158.73, 4.65661E-010,    90.00,          0,     0.00,    18.5583,   -41.62,    18.5583,   138.38, 7.22201E-010,    21.27, 4.65661E-010,   -90.00,          0,     0.00,    18.5583,   138.38
Line.LINE805, 3.7835E-010,   180.00, 8.15427E-010,    34.82, 4.07454E-010,   180.00,          0,     0.00, 4.79993E-010,   104.04, 3.7835E-010,     0.00, 8.15427E-010,  -145.18, 4.07454E-010,     0.00,          0,     0.00, 4.79993E-010,   -75.96
Line.LINE806,     18.546,   -41.65, 6.20997E-011,  -130.40, 9.33622E-010,    85.98,          0,     0.00,     18.546,   -41.65,     18.546,   138.35, 6.20997E-011,    49.60, 9.33622E-010,   -94.02,          0,     0.00,     18.546,   138.35
Line.LINE807,      9.273,   -41.65, 3.39794E-011,    28.37, 1.46652E-011,   -97.13,          0,     0.00,      9.273,   -41.65,      9.273,   138.35, 3.39794E-011,  -151.63, 1.46652E-011,    82.87,          0,     0.00,      9.273,   138.35
Line.LINE808,    18.5923,   -41.57, 5.47617E-010,  -160.20, 4.6657E-010,    93.58,          0,     0.00,    18.5923,   -41.57,    18.5923,   138.43, 5.47617E-010,    19.80, 4.6657E-010,   -86.42,          0,     0.00,    18.5923,   138.43
Line.LINE809, 4.1764E-010,   132.97,    18.5655,  -162.24, 5.99991E-011,   104.04,          0,     0.00,    18.5655,  -162.24, 4.1764E-010,   -47.03,    18.5655,    17.76, 5.99991E-011,   -75.96,          0,     0.00,    18.5655,    17.76
Line.LINE810, 1.87497E-011,   157.17, 4.45652E-011,     0.00, 3.10829E-011,  -110.56,          0,     0.00, 2.72848E-011,   -53.13, 1.87497E-011,   -22.83, 4.45652E-011,   180.00, 3.10829E-011,    69.44,          0,     0.00, 2.72848E-011,   126.87
Line.LINE811, 8.88483E-010,   -32.16, 5.17458E-010,    23.19,    9.08462,    78.21,          0,     0.00,    9.08462,    78.21, 8.88483E-010,   147.84, 5.17458E-010,  -156.81,    9.08462,  -101.79,          0,     0.00,    9.08462,  -101.79
Line.LINE812, 1.72237E-011,   -15.31,    9.25468,  -162.23, 1.81899E-012,     0.00,          0,     0.00,    9.25468,  -162.23, 1.72237E-011,   164.69,    9.25468,    17.77, 1.81899E-012,   180.00,          0,     0.00,    9.25468,    17.77
Line.LINE813,    18.5583,   -41.62, 1.20655E-009,  -157.48, 2.33285E-010,    93.58,          0,     0.00,    18.5583,   -41.62,    18.5583,   138.38, 1.20655E-009,    22.52, 2.33285E-010,   -86.42,          0,     0.00,    18.5583,   138.38
Line.LINE814, 5.21641E-010,   149.86, 2.2021E-010,     7.59, 3.68138E-010,  -108.43,          0,     0.00, 3.54063E-010,  -170.54, 5.21641E-010,   -30.14, 2.2021E-010,  -172.41, 3.68138E-010,    71.57,          0,     0.00, 3.54063E-010,     9.46
Line.LINE815,     18.546,   -41.65, 5.44729E-010,  -161.50, 8.16983E-010,    85.91,          0,     0.00,     18.546,   -41.65,     18.546,   138.35, 5.44729E-010,    18.50, 8.16983E-010,   -94.09,          0,     0.00,     18.546,   138.35
Line.LINE816,      9.273,   -41.65, 1.21418E-011,   175.70, 1.45519E-011,    90.00,          0,     0.00,      9.273,   -41.65,      9.273,   138.35, 1.21418E-011,    -4.30, 1.45519E-011,   -90.00,          0,     0.00,      9.273,   138.35
Line.LINE817,    18.5923,   -41.57, 2.15764E-010,  -157.71, 1.45519E-011,   180.00,          0,     0.00,    18.5923,   -41.57,    18.5923,   138.43, 2.15764E-010,    22.29, 1.45519E-011,     0.00,          0,     0.00,    18.5923,   138.43
Line.LINE818, 3.25436E-010,   134.32,    18.5655,  -162.24, 5.55313E-011,   148.39,          0,     0.00,    18.5655,  -162.24, 3.25436E-010,   -45.68,    18.5655,    17.76, 5.55313E-011,   -31.61,          0,     0.00,    18.5655,    17.76
Line.LINE819, 2.05795E-011,   -45.00, 1.46652E-011,   150.26, 3.63798E-011,   126.87,          0,     0.00, 2.9611E-011,   132.51, 2.05795E-011,   135.00, 1.46652E-011,   -29.74, 3.63798E-011,   -53.13,          0,     0.00, 2.9611E-011,   -47.49
Line.LINE820, 1.16642E-010,   -86.42, 3.10829E-011,   -69.44,    9.08462,    78.21,          0,     0.00,    9.08462,    78.21, 1.16642E-010,    93.58, 3.10829E-011,   110.56,    9.08462,  -101.79,          0,     0.00,    9.08462,  -101.79
Line.LINE821,    18.5583,   -41.62, 1.30303E-009,  -144.30, 4.65889E-010,    91.79,          0,     0.00,    18.5583,   -41.62,    18.5583,   138.38, 1.30303E-009,    35.70, 4.65889E-010,   -88.21,          0,     0.00,    18.5583,   138.38
Line.LINE822, 3.20225E-010,  -158.68, 2.28354E-010,   149.35, 2.48663E-010,  -110.56,          0,     0.00, 6.26916E-010,  -158.20, 3.20225E-010,    21.32, 2.28354E-010,   -30.65, 2.48663E-010,    69.44,          0,     0.00, 6.26916E-010,    21.80
Line.LINE823,     18.546,   -41.65, 3.9049E-010,  -148.86, 4.67703E-010,    84.64,          0,     0.00,     18.546,   -41.65,     18.546,   138.35, 3.9049E-010,    31.14, 4.67703E-010,   -95.36,          0,     0.00,     18.546,   138.35
Line.LINE824,    18.5923,   -41.57, 1.79606E-010,  -173.60, 5.82258E-010,    91.43,          0,     0.00,    18.5923,   -41.57,    18.5923,   138.43, 1.79606E-010,     6.40, 5.82258E-010,   -88.57,          0,     0.00,    18.5923,   138.43
Line.LINE825, 4.00116E-010,   136.29,    18.5655,  -162.24, 5.09317E-011,   180.00,          0,     0.00,    18.5655,  -162.24, 4.00116E-010,   -43.71,    18.5655,    17.76, 5.09317E-011,     0.00,          0,     0.00,    18.5655,    17.76
Line.LINE826, 1.55415E-011,   -69.44, 1.31169E-011,   146.31, 7.27596E-012,   180.00,          0,     0.00, 1.46652E-011,  -150.26, 1.55415E-011,   110.56, 1.31169E-011,   -33.69, 7.27596E-012,     0.00,          0,     0.00, 1.46652E-011,    29.74
Line.LINE827, 2.96688E-011,  -172.96, 1.3034E-011,   -77.66,    9.08462,    78.21,          0,     0.00,    9.08462,    78.21, 2.96688E-011,     7.04, 1.3034E-011,   102.34,    9.08462,  -101.79,          0,     0.00,    9.08462,  -101.79
Line.LINE828,    18.5583,   -41.62, 1.31655E-009,  -157.67, 1.24332E-010,   110.56,          0,     0.00,    18.5583,   -41.62,    18.5583,   138.38, 1.31655E-009,    22.33, 1.24332E-010,   -69.44,          0,     0.00,    18.5583,   138.38
Line.LINE829, 5.99991E-011,    75.96, 5.99991E-011,    75.96, 1.45519E-011,   180.00,          0,     0.00, 1.17321E-010,    82.87, 5.99991E-011,  -104.04, 5.99991E-011,  -104.04, 1.45519E-011,     0.00,          0,     0.00, 1.17321E-010,   -97.13
Line.LINE830,     18.546,   -41.65, 6.96405E-010,  -152.63, 4.71311E-010,    81.12,          0,     0.00,     18.546,   -41.65,     18.546,   138.35, 6.96405E-010,    27.37, 4.71311E-010,   -98.88,          0,     0.00,     18.546,   138.35
Line.LINE831,    18.5923,   -41.57, 6.4311E-011,   151.26, 5.82258E-010,    91.43,          0,     0.00,    18.5923,   -41.57,    18.5923,   138.43, 6.4311E-011,   -28.74, 5.82258E-010,   -88.57,          0,     0.00,    18.5923,   138.43
Line.LINE832, 2.73605E-010,   121.68,    18.5655,  -162.24, 6.83514E-011,   154.80,          0,     0.00,    18.5655,  -162.24, 2.73605E-010,   -58.32,    18.5655,    17.76, 6.83514E-011,   -25.20,          0,     0.00,    18.5655,    17.76
Line.LINE833, 4.55837E-011,    28.61, 1.81899E-011,   -53.13, 3.10829E-011,   110.56,          0,     0.00, 5.40824E-011,    42.27, 4.55837E-011,  -151.39, 1.81899E-011,   126.87, 3.10829E-011,   -69.44,          0,     0.00, 5.40824E-011,  -137.73
Line.LINE834, 3.01916E-012,    55.94, 6.86749E-012,  -172.39,    9.08462,    78.21,          0,     0.00,    9.08462,    78.21, 3.01916E-012,  -124.06, 6.86749E-012,     7.61,    9.08462,  -101.79,          0,     0.00,    9.08462,  -101.79
Line.LINE835,    18.5583,   -41.62, 1.07419E-009,  -156.80, 2.33131E-010,    92.91,          0,     0.00,    18.5583,   -41.62,    18.5583,   138.38, 1.07419E-009,    23.20, 2.33131E-010,   -87.09,          0,     0.00,    18.5583,   138.38
Line.LINE836,     18.546,   -41.65, 8.40759E-010,  -162.37, 2.48663E-010,    69.44,          0,     0.00,     18.546,   -41.65,     18.546,   138.35, 8.40759E-010,    17.63, 2.48663E-010,  -110.56,          0,     0.00,     18.546,   138.35
Line.LINE837,    18.5923,   -41.57, 3.14006E-011,    79.99, 8.15427E-010,    92.05,          0,     0.00,    18.5923,   -41.57,    18.5923,   138.43, 3.14006E-011,  -100.01, 8.15427E-010,   -87.95,          0,     0.00,    18.5923,   138.43
Line.LINE838, 3.59374E-010,   138.08,    18.5655,  -162.24, 4.72937E-011,   180.00,          0,     0.00,    18.5655,  -162.24, 3.59374E-010,   -41.92,    18.5655,    17.76, 4.72937E-011,     0.00,          0,     0.00,    18.5655,    17.76
Line.LINE839, 1.71603E-011,    57.99, 1.81899E-012,     0.00, 3.10829E-011,   110.56,          0,     0.00, 4.36557E-011,    90.00, 1.71603E-011,  -122.01, 1.81899E-012,   180.00, 3.10829E-011,   -69.44,          0,     0.00, 4.36557E-011,   -90.00
Line.LINE840,    18.5583,   -41.62, 1.02622E-009,  -156.14, 2.32944E-010,    91.79,          0,     0.00,    18.5583,   -41.62,    18.5583,   138.38, 1.02622E-009,    23.86, 2.32944E-010,   -88.21,          0,     0.00,    18.5583,   138.38
Line.LINE841,     18.546,   -41.65, 4.23275E-010,  -169.10, 6.99855E-010,    86.42,          0,     0.00,     18.546,   -41.65,     18.546,   138.35, 4.23275E-010,    10.90, 6.99855E-010,   -93.58,          0,     0.00,     18.546,   138.35
Line.LINE842,    18.5923,   -41.57, 3.62334E-010,  -162.17, 3.49549E-010,    92.39,          0,     0.00,    18.5923,   -41.57,    18.5923,   138.43, 3.62334E-010,    17.83, 3.49549E-010,   -87.61,          0,     0.00,    18.5923,   138.43
Line.LINE843, 3.64416E-010,   148.06,    18.5655,  -162.24, 3.71377E-010,   -92.32,          0,     0.00,    18.5655,  -162.24, 3.64416E-010,   -31.94,    18.5655,    17.76, 3.71377E-010,    87.68,          0,     0.00,    18.5655,    17.76
Line.LINE844, 8.67793E-011,    33.02, 9.24693E-011,   140.99, 3.66196E-010,    96.56,          0,     0.00, 4.71081E-010,    94.98, 8.67793E-011,  -146.98, 9.24693E-011,   -39.01, 3.66196E-010,   -83.44,          0,     0.00, 4.71081E-010,   -85.02
Line.LINE845, 2.62338E-011,    33.69, 1.90994E-011,     0.00, 2.05795E-011,  -135.00,          0,     0.00, 2.63753E-011,     0.00, 2.62338E-011,  -146.31, 1.90994E-011,   180.00, 2.05795E-011,    45.00,          0,     0.00, 2.63753E-011,   180.00
Line.LINE846,    18.5583,   -41.62, 9.73214E-010,  -155.07, 2.91129E-010,    91.43,          0,     0.00,    18.5583,   -41.62,    18.5583,   138.38, 9.73214E-010,    24.93, 2.91129E-010,   -88.57,          0,     0.00,    18.5583,   138.38
Line.LINE847,     18.546,   -41.65, 8.54928E-011,   -89.85, 1.19998E-010,    75.96,          0,     0.00,     18.546,   -41.65,     18.546,   138.35, 8.54928E-011,    90.15, 1.19998E-010,  -104.04,          0,     0.00,     18.546,   138.35
Line.LINE848,    18.5923,   -41.57, 6.46765E-011,  -176.78, 4.6657E-010,    86.42,          0,     0.00,    18.5923,   -41.57,    18.5923,   138.43, 6.46765E-011,     3.22, 4.6657E-010,   -93.58,          0,     0.00,    18.5923,   138.43
Line.LINE849, 3.55258E-010,   145.01,    18.5655,  -162.24, 3.7863E-010,   -92.20,          0,     0.00,    18.5655,  -162.24, 3.55258E-010,   -34.99,    18.5655,    17.76, 3.7863E-010,    87.80,          0,     0.00,    18.5655,    17.76
Line.LINE850, 1.0303E-010,     4.05, 1.19681E-010,   133.15, 3.51743E-010,    96.83,          0,     0.00, 4.44326E-010,    92.70, 1.0303E-010,  -175.95, 1.19681E-010,   -46.85, 3.51743E-010,   -83.17,          0,     0.00, 4.44326E-010,   -87.30
Line.LINE851, 1.76592E-011,  -124.51, 5.45697E-012,   180.00, 2.05795E-011,    45.00,          0,     0.00, 9.09495E-013,   180.00, 1.76592E-011,    55.49, 5.45697E-012,     0.00, 2.05795E-011,  -135.00,          0,     0.00, 9.09495E-013,     0.00
Line.LINE852,    18.5583,   -41.62, 1.38625E-009,  -166.65, 4.65661E-010,    90.00,          0,     0.00,    18.5583,   -41.62,    18.5583,   138.38, 1.38625E-009,    13.35, 4.65661E-010,   -90.00,          0,     0.00,    18.5583,   138.38
Line.LINE853,     18.546,   -41.65, 6.55093E-011,   109.25,          0,     0.00,          0,     0.00,     18.546,   -41.65,     18.546,   138.35, 6.55093E-011,   -70.75,          0,     0.00,          0,     0.00,     18.546,   138.35
Line.LINE854,    18.5923,   -41.57, 2.92757E-010,  -165.43, 9.97339E-011,   118.90,          0,     0.00,    18.5923,   -41.57,    18.5923,   138.43, 2.92757E-010,    14.57, 9.97339E-011,   -61.10,          0,     0.00,    18.5923,   138.43
Line.LINE855, 3.1948E-010,   149.93,    18.5655,  -162.24, 3.2036E-010,   -92.12,          0,     0.00,    18.5655,  -162.24, 3.1948E-010,   -30.07,    18.5655,    17.76, 3.2036E-010,    87.88,          0,     0.00,    18.5655,    17.76
Line.LINE856, 9.04616E-011,    12.78, 9.35775E-011,    97.54, 3.80183E-010,    95.63,          0,     0.00, 4.92646E-010,    85.50, 9.04616E-011,  -167.22, 9.35775E-011,   -82.46, 3.80183E-010,   -84.37,          0,     0.00, 4.92646E-010,   -94.50
Line.LINE857, 1.89908E-011,  -163.30, 7.33258E-012,    29.74, 1.52459E-011,   107.35,          0,     0.00, 2.07397E-011,   142.13, 1.89908E-011,    16.70, 7.33258E-012,  -150.26, 1.52459E-011,   -72.65,          0,     0.00, 2.07397E-011,   -37.87
